,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
17483,A667876,2013-11-30,Transfer,Cat,Spayed Female,Brownish,4380
17484,A679549,2014-06-16,Transfer,Cat,Neutered Male,Blackish,60
17485,A666003,2013-11-01,Return_to_owner,Dog,Intact Female,Other,730
17486,A693149,2014-12-22,Euthanasia,Dog,Intact Female,Other,240
17487,A699593,2015-04-09,Return_to_owner,Dog,Neutered Male,Blueish,365
17488,A676529,2014-05-26,Adoption,Dog,Spayed Female,Blueish,365
17489,A675687,2014-12-13,Euthanasia,Dog,Intact Female,Blueish,365
17490,A678416,2014-05-13,Adoption,Dog,Neutered Male,Blueish,4380
17491,A689531,2014-10-06,Return_to_owner,Dog,Spayed Female,Blackish,730
17492,A699165,2015-03-30,Transfer,Dog,Neutered Male,Brownish,365
17493,A666361,2013-11-02,Transfer,Cat,Intact Female,Other,300
17494,A709109,2015-08-05,Transfer,Cat,Unknown,Blueish,7
17495,A689966,2015-03-01,Adoption,Dog,Neutered Male,Blackish,1095
17496,A680462,2014-07-05,Adoption,Dog,Spayed Female,Whitish,730
17497,A716950,2016-02-21,Adoption,Cat,Spayed Female,Blackish,365
17498,A686090,2014-08-17,Transfer,Cat,Intact Male,Blackish,120
17499,A697356,2015-04-28,Adoption,Dog,Neutered Male,Brownish,365
17500,A671758,2014-02-15,Adoption,Dog,Spayed Female,Blackish,365
17501,A547838,2014-04-23,Return_to_owner,Dog,Neutered Male,Brownish,3285
17502,A716663,2015-12-05,Adoption,Cat,Neutered Male,Brownish,90
17503,A712912,2015-10-04,Adoption,Dog,Neutered Male,Brownish,330
17504,A664690,2013-11-20,Adoption,Dog,Neutered Male,Blueish,60
17505,A676229,2014-04-10,Adoption,Dog,Neutered Male,Other,90
17506,A710664,2015-08-30,Adoption,Dog,Neutered Male,Brownish,2555
17507,A701103,2015-04-24,Return_to_owner,Dog,Neutered Male,Blackish,1825
17508,A694407,2015-01-01,Return_to_owner,Dog,Intact Male,Blackish,365
17509,A678632,2014-05-22,Transfer,Cat,Intact Male,Brownish,30
17510,A717535,2015-12-15,Adoption,Dog,Spayed Female,Other,365
17511,A715073,2015-11-01,Return_to_owner,Dog,Neutered Male,Blackish,1095
17512,A689394,2014-10-07,Transfer,Dog,Intact Male,Whitish,120
17513,A702694,2015-05-16,Transfer,Cat,Unknown,Other,14
17514,A675830,2015-01-01,Adoption,Dog,Spayed Female,Blackish,2555
17515,A674473,2014-03-15,Return_to_owner,Dog,Intact Male,Other,1825
17516,A677441,2014-05-13,Adoption,Cat,Neutered Male,Orangeish,300
17517,A687256,2014-09-06,Adoption,Cat,Neutered Male,Blueish,365
17518,A702991,2015-06-23,Adoption,Cat,Intact Male,Blueish,60
17519,A683938,2014-08-16,Adoption,Dog,Neutered Male,Whitish,365
17520,A666067,2013-10-28,Return_to_owner,Dog,Intact Male,Brownish,730
17521,A675177,2014-04-28,Adoption,Dog,Neutered Male,Blackish,365
17522,A677220,2014-04-21,Transfer,Cat,Intact Female,Other,28
17523,A681423,2014-06-16,Transfer,Cat,Intact Male,Blueish,21
17524,A671431,2014-03-08,Adoption,Dog,Spayed Female,Whitish,365
17525,A710598,2015-08-25,Transfer,Dog,Neutered Male,Other,30
17526,A712114,2015-09-18,Return_to_owner,Dog,Intact Male,Brownish,2920
17527,A682882,2014-07-05,Transfer,Cat,Intact Female,Blackish,365
17528,A631433,2016-02-12,Transfer,Dog,Neutered Male,Whitish,2555
17529,A690821,2015-05-07,Adoption,Dog,Spayed Female,Other,365
17530,A705720,2015-07-30,Adoption,Cat,Spayed Female,Brownish,60
17531,A670114,2014-01-13,Adoption,Dog,Spayed Female,Blackish,730
17532,A665196,2013-12-13,Adoption,Dog,Spayed Female,Other,330
17533,A677916,2014-05-11,Return_to_owner,Cat,Spayed Female,Brownish,365
17534,A690995,2014-11-04,Transfer,Dog,Spayed Female,Brownish,90
17535,A703420,2015-05-27,Transfer,Cat,Unknown,Blackish,28
17536,A702907,2015-05-19,Transfer,Cat,Intact Male,Blackish,28
17537,A688110,2014-10-29,Adoption,Cat,Neutered Male,Blueish,60
17538,A696917,2015-02-23,Return_to_owner,Dog,Neutered Male,Brownish,365
17539,A716377,2015-12-17,Adoption,Dog,Neutered Male,Brownish,30
17540,A685364,2014-08-17,Adoption,Cat,Neutered Male,Blackish,60
17541,A670529,2014-01-11,Adoption,Dog,Neutered Male,Whitish,1095
17542,A689053,2014-10-09,Transfer,Dog,Spayed Female,Whitish,365
17543,A696536,2015-03-05,Transfer,Dog,Intact Female,Whitish,1460
17544,A718671,2016-01-11,Adoption,Cat,Neutered Male,Blueish,1825
17545,A694692,2015-01-18,Adoption,Dog,Neutered Male,Blackish,365
17546,A669539,2013-12-26,Return_to_owner,Dog,Neutered Male,Blackish,365
17547,A707650,2015-08-18,Transfer,Dog,Intact Male,Brownish,730
17548,A679210,2014-11-14,Transfer,Cat,Spayed Female,Brownish,180
17549,A670035,2014-01-02,Return_to_owner,Dog,Intact Male,Blackish,730
17550,A709189,2015-08-10,Adoption,Dog,Neutered Male,Blackish,150
17551,A672332,2014-02-12,Adoption,Cat,Neutered Male,Blackish,240
17552,A707819,2015-07-19,Transfer,Cat,Intact Male,Blackish,120
17553,A684742,2014-08-27,Transfer,Dog,Neutered Male,Brownish,365
17554,A710668,2015-08-26,Euthanasia,Cat,Intact Male,Brownish,150
17555,A710296,2015-08-25,Adoption,Dog,Neutered Male,Brownish,1095
17556,A700986,2015-04-22,Transfer,Cat,Unknown,Orangeish,4
17557,A705420,2015-08-01,Adoption,Dog,Spayed Female,Brownish,150
17558,A704602,2015-08-03,Euthanasia,Dog,Spayed Female,Other,365
17559,A677533,2014-04-30,Adoption,Dog,Neutered Male,Brownish,60
17560,A687263,2014-09-03,Transfer,Dog,Spayed Female,Blackish,180
17561,A708245,2015-09-04,Adoption,Dog,Spayed Female,Brownish,60
17562,A670706,2014-01-16,Adoption,Cat,Spayed Female,Other,90
17563,A662921,2013-10-08,Adoption,Cat,Neutered Male,Blueish,60
17564,A699828,2015-04-03,Transfer,Cat,Unknown,Brownish,7
17565,A712518,2015-11-10,Adoption,Cat,Spayed Female,Blackish,60
17566,A715464,2015-11-13,Transfer,Dog,Spayed Female,Blackish,1825
17567,A707952,2015-07-24,Transfer,Dog,Spayed Female,Blackish,365
17568,A696956,2015-03-24,Return_to_owner,Dog,Spayed Female,Other,1095
17569,A683761,2014-07-16,Transfer,Cat,Unknown,Whitish,270
17570,A695325,2015-01-13,Euthanasia,Dog,Intact Female,Other,4745
17571,A690536,2014-11-23,Adoption,Cat,Spayed Female,Blackish,60
17572,A675540,2014-04-02,Adoption,Dog,Spayed Female,Other,730
17573,A675465,2014-03-29,Transfer,Cat,Intact Female,Whitish,1
17574,A629636,2014-10-22,Transfer,Dog,Spayed Female,Blackish,730
17575,A718815,2016-01-12,Adoption,Dog,Neutered Male,Blackish,365
17576,A683054,2014-07-10,Adoption,Dog,Neutered Male,Brownish,60
17577,A682165,2015-12-30,Return_to_owner,Dog,Neutered Male,Blueish,730
17578,A682768,2015-06-19,Adoption,Dog,Neutered Male,Other,365
17579,A691398,2014-11-07,Transfer,Dog,Spayed Female,Brownish,365
17580,A681123,2014-08-30,Adoption,Dog,Neutered Male,Brownish,1095
17581,A662943,2013-10-13,Adoption,Cat,Neutered Male,Blackish,210
17582,A684682,2014-07-27,Transfer,Cat,Intact Male,Brownish,7
17583,A683709,2014-07-19,Adoption,Dog,Spayed Female,Blackish,180
17584,A719273,2016-01-23,Adoption,Dog,Spayed Female,Blackish,60
17585,A714101,2015-10-18,Transfer,Cat,Intact Female,Blackish,120
17586,A665396,2013-10-29,Transfer,Cat,Neutered Male,Brownish,180
17587,A678744,2014-05-13,Transfer,Cat,Intact Female,Other,21
17588,A667919,2013-11-30,Transfer,Dog,Intact Male,Blackish,30
17589,A679191,2014-05-19,Adoption,Cat,Spayed Female,Other,60
17590,A714785,2015-11-07,Adoption,Dog,Neutered Male,Brownish,270
17591,A708510,2015-08-01,Adoption,Cat,Spayed Female,Brownish,60
17592,A713448,2015-11-08,Adoption,Dog,Neutered Male,Blackish,1460
17593,A677502,2014-05-01,Adoption,Dog,Spayed Female,Other,730
17594,A698692,2015-03-16,Euthanasia,Cat,Intact Male,Brownish,730
17595,A686560,2014-09-27,Adoption,Cat,Spayed Female,Blackish,60
17596,A663378,2014-03-30,Return_to_owner,Dog,Spayed Female,Brownish,365
17597,A685142,2014-08-05,Died,Dog,Neutered Male,Brownish,1460
17598,A665854,2013-10-24,Transfer,Dog,Intact Male,Whitish,300
17599,A706911,2015-07-18,Adoption,Cat,Spayed Female,Other,60
17600,A715590,2015-11-06,Euthanasia,Cat,Unknown,Other,730
17601,A669113,2013-12-18,Transfer,Cat,Intact Female,Orangeish,730
17602,A672167,2014-02-14,Transfer,Dog,Intact Female,Brownish,7
17603,A720878,2016-02-20,Adoption,Dog,Spayed Female,Whitish,60
17604,A710583,2015-08-28,Adoption,Dog,Spayed Female,Other,150
17605,A697049,2015-08-11,Euthanasia,Cat,Spayed Female,Other,365
17606,A672988,2014-02-18,Transfer,Cat,Intact Female,Blackish,21
17607,A668632,2013-12-06,Euthanasia,Dog,Intact Female,Blackish,1095
17608,A684170,2014-08-22,Return_to_owner,Cat,Neutered Male,Blueish,60
17609,A679313,2014-05-30,Return_to_owner,Dog,Intact Female,Blackish,1095
17610,A699155,2015-04-04,Adoption,Dog,Neutered Male,Blackish,60
17611,A699912,2015-04-13,Transfer,Dog,Spayed Female,Blackish,365
17612,A706210,2015-07-14,Adoption,Dog,Intact Female,Other,730
17613,A688933,2015-02-02,Return_to_owner,Dog,Spayed Female,Blackish,365
17614,A720548,2016-02-12,Return_to_owner,Dog,Intact Female,Blackish,365
17615,A681227,2014-06-19,Transfer,Dog,Neutered Male,Whitish,1095
17616,A683221,2014-07-30,Transfer,Cat,Intact Female,Brownish,365
17617,A707001,2015-07-10,Return_to_owner,Dog,Neutered Male,Brownish,730
17618,A717971,2015-12-30,Euthanasia,Cat,Intact Male,Blueish,90
17619,A674677,2014-06-26,Adoption,Dog,Spayed Female,Brownish,1460
17620,A710000,2015-08-15,Transfer,Cat,Intact Male,Blueish,21
17621,A667320,2013-12-09,Adoption,Cat,Neutered Male,Brownish,120
17622,A677858,2014-05-05,Transfer,Cat,Neutered Male,Orangeish,120
17623,A711766,2015-09-12,Transfer,Cat,Intact Male,Orangeish,1
17624,A643282,2014-03-22,Return_to_owner,Dog,Neutered Male,Brownish,1460
17625,A668759,2013-12-09,Return_to_owner,Dog,Neutered Male,Other,4015
17626,A664049,2013-10-09,Transfer,Dog,Neutered Male,Brownish,365
17627,A675493,2014-05-19,Adoption,Cat,Spayed Female,Blueish,365
17628,A708122,2015-07-27,Transfer,Dog,Neutered Male,Other,3650
17629,A710890,2015-09-06,Adoption,Dog,Neutered Male,Whitish,1095
17630,A691886,2014-12-12,Transfer,Dog,Neutered Male,Brownish,730
17631,A686901,2014-09-06,Return_to_owner,Dog,Intact Female,Whitish,365
17632,A712654,2015-10-18,Adoption,Dog,Neutered Male,Other,1460
17633,A502125,2015-11-13,Return_to_owner,Dog,Spayed Female,Blackish,2555
17634,A668787,2013-12-13,Adoption,Dog,Spayed Female,Brownish,365
17635,A663979,2013-10-02,Transfer,Cat,Neutered Male,Orangeish,180
17636,A667499,2013-11-20,Euthanasia,Cat,Intact Male,Brownish,30
17637,A710670,2015-08-31,Transfer,Dog,Neutered Male,Whitish,300
17638,A671122,2014-01-19,Transfer,Cat,Unknown,Brownish,120
17639,A683233,2014-08-06,Transfer,Cat,Neutered Male,Brownish,365
17640,A681701,2014-06-19,Euthanasia,Cat,Intact Male,Brownish,3
17641,A703742,2015-05-28,Euthanasia,Cat,Intact Female,Other,30
17642,A712797,2015-12-24,Adoption,Cat,Neutered Male,Blueish,120
17643,A700275,2015-04-11,Adoption,Dog,Spayed Female,Whitish,730
17644,A682130,2014-06-24,Transfer,Cat,Intact Female,Blackish,21
17645,A688456,2014-10-17,Adoption,Cat,Neutered Male,Brownish,30
17646,A670383,2014-01-11,Adoption,Cat,Spayed Female,Other,1095
17647,A716199,2016-01-17,Adoption,Cat,Neutered Male,Blackish,90
17648,A669996,2014-01-04,Adoption,Dog,Intact Male,Other,60
17649,A710209,2015-08-22,Transfer,Dog,Intact Female,Other,730
17650,A690250,2014-10-16,Transfer,Cat,Intact Male,Orangeish,21
17651,A616295,2013-12-29,Euthanasia,Dog,Spayed Female,Whitish,2190
17652,A719914,2016-02-05,Adoption,Dog,Neutered Male,Whitish,730
17653,A715835,2015-12-10,Adoption,Cat,Neutered Male,Orangeish,60
17654,A697694,2015-03-04,Adoption,Dog,Spayed Female,Blackish,180
17655,A717502,2015-12-26,Adoption,Dog,Spayed Female,Brownish,730
17656,A666887,2013-12-23,Adoption,Cat,Spayed Female,Blackish,90
17657,A699807,2015-04-03,Transfer,Cat,Unknown,Blueish,730
17658,A685793,2014-08-19,Adoption,Cat,Spayed Female,Other,1095
17659,A677634,2014-04-27,Transfer,Cat,Intact Male,Brownish,21
17660,A670122,2014-01-03,Return_to_owner,Dog,Intact Male,Other,30
17661,A689157,2014-10-07,Transfer,Cat,Intact Male,Blueish,30
17662,A712480,2015-10-05,Return_to_owner,Dog,Neutered Male,Blackish,1460
17663,A686974,2014-09-19,Adoption,Cat,Neutered Male,Blueish,60
17664,A719118,2016-01-14,Return_to_owner,Dog,Neutered Male,Other,210
17665,A699373,2015-03-27,Return_to_owner,Dog,Intact Female,Blackish,730
17666,A691208,2014-11-11,Adoption,Cat,Spayed Female,Blackish,300
17667,A708856,2015-08-06,Adoption,Dog,Spayed Female,Blackish,365
17668,A714306,2015-10-29,Transfer,Cat,Intact Female,Blackish,60
17669,A704917,2015-07-19,Adoption,Cat,Spayed Female,Brownish,60
17670,A672258,2014-06-19,Adoption,Dog,Spayed Female,Blueish,1095
17671,A718221,2015-12-27,Return_to_owner,Dog,Spayed Female,Brownish,365
17672,A696117,2015-02-08,Adoption,Dog,Intact Female,Whitish,365
17673,A693856,2015-02-13,Euthanasia,Dog,Neutered Male,Blackish,365
17674,A720166,2016-02-14,Return_to_owner,Dog,Neutered Male,Whitish,1095
17675,A714759,2015-11-17,Adoption,Dog,Neutered Male,Blackish,730
17676,A695052,2015-01-19,Transfer,Dog,Intact Male,Whitish,365
17677,A678154,2014-05-07,Return_to_owner,Cat,Neutered Male,Brownish,150
17678,A673816,2014-03-07,Adoption,Dog,Spayed Female,Brownish,60
17679,A683514,2014-07-11,Transfer,Cat,Unknown,Brownish,60
17680,A712947,2015-10-05,Adoption,Dog,Spayed Female,Other,2190
17681,A684970,2014-09-14,Adoption,Cat,Neutered Male,Other,60
17682,A689838,2014-10-10,Transfer,Cat,Intact Female,Brownish,21
17683,A717072,2015-12-05,Return_to_owner,Dog,Intact Female,Blackish,1095
17684,A703322,2015-12-02,Adoption,Cat,Spayed Female,Other,2190
17685,A700874,2015-04-20,Transfer,Cat,Unknown,Orangeish,14
17686,A669544,2013-12-24,Adoption,Dog,Neutered Male,Brownish,60
17687,A703327,2015-05-23,Return_to_owner,Dog,Neutered Male,Other,730
17688,A713967,2015-10-22,Adoption,Cat,Spayed Female,Other,60
17689,A703771,2015-05-29,Euthanasia,Cat,Intact Male,Brownish,30
17690,A703701,2015-06-16,Adoption,Cat,Neutered Male,Orangeish,60
17691,A682332,2014-06-27,Transfer,Cat,Spayed Female,Blackish,365
17692,A669538,2013-12-30,Adoption,Dog,Intact Male,Blackish,270
17693,A662923,2013-10-08,Adoption,Cat,Neutered Male,Brownish,60
17694,A710288,2015-08-24,Adoption,Dog,Neutered Male,Other,300
17695,A697369,2015-02-26,Adoption,Dog,Spayed Female,Brownish,730
17696,A664273,2013-10-13,Adoption,Dog,Spayed Female,Brownish,365
17697,A705780,2015-06-23,Transfer,Cat,Intact Male,Blackish,14
17698,A679729,2014-10-06,Adoption,Cat,Neutered Male,Brownish,150
17699,A664586,2013-10-05,Transfer,Cat,Intact Male,Brownish,14
17700,A660881,2013-11-01,Adoption,Cat,Neutered Male,Blackish,240
17701,A695407,2015-01-17,Adoption,Dog,Spayed Female,Other,60
17702,A670618,2014-02-17,Adoption,Cat,Neutered Male,Other,5840
17703,A678192,2014-06-02,Adoption,Dog,Neutered Male,Blueish,365
17704,A695055,2015-01-09,Transfer,Cat,Intact Male,Brownish,365
17705,A704088,2015-08-20,Adoption,Cat,Spayed Female,Blackish,90
17706,A686217,2014-08-28,Transfer,Cat,Intact Female,Other,1825
17707,A713819,2015-10-17,Adoption,Dog,Neutered Male,Other,330
17708,A686881,2014-08-28,Transfer,Cat,Intact Male,Blueish,4
17709,A711602,2015-11-25,Return_to_owner,Dog,Neutered Male,Other,1095
17710,A684016,2014-07-26,Return_to_owner,Dog,Spayed Female,Other,1460
17711,A687748,2014-09-09,Euthanasia,Dog,Intact Female,Other,270
17712,A684279,2014-07-25,Transfer,Cat,Intact Male,Blackish,7
17713,A687827,2014-09-14,Transfer,Dog,Intact Male,Blackish,150
17714,A655144,2013-10-27,Adoption,Dog,Spayed Female,Other,240
17715,A665689,2013-10-27,Euthanasia,Cat,Intact Female,Blueish,1825
17716,A691563,2014-11-09,Return_to_owner,Dog,Neutered Male,Other,330
17717,A686496,2014-08-30,Adoption,Cat,Neutered Male,Brownish,150
17718,A673638,2014-03-03,Return_to_owner,Dog,Neutered Male,Other,2190
17719,A676985,2014-04-25,Adoption,Dog,Neutered Male,Brownish,90
17720,A695860,2015-02-21,Adoption,Dog,Neutered Male,Blackish,1825
17721,A681425,2014-07-13,Adoption,Cat,Neutered Male,Brownish,1825
17722,A703446,2015-05-29,Transfer,Cat,Neutered Male,Blackish,3650
17723,A656094,2013-10-24,Adoption,Cat,Spayed Female,Other,365
17724,A679565,2014-05-26,Euthanasia,Dog,Intact Female,Brownish,365
17725,A718017,2015-12-22,Return_to_owner,Dog,Spayed Female,Other,240
17726,A687146,2014-09-05,Adoption,Cat,Neutered Male,Blueish,60
17727,A698449,2015-06-06,Adoption,Dog,Neutered Male,Brownish,365
17728,A700563,2015-04-25,Return_to_owner,Dog,Intact Female,Blueish,120
17729,A684452,2014-07-24,Transfer,Cat,Intact Male,Blackish,365
17730,A639613,2014-12-31,Adoption,Dog,Spayed Female,Blackish,1460
17731,A707705,2015-07-16,Return_to_owner,Dog,Intact Male,Brownish,1825
17732,A666700,2013-11-11,Adoption,Dog,Spayed Female,Blackish,730
17733,A713827,2015-12-10,Adoption,Cat,Spayed Female,Other,60
17734,A669456,2013-12-21,Return_to_owner,Dog,Spayed Female,Blackish,2920
17735,A688005,2014-09-21,Adoption,Cat,Neutered Male,Blackish,120
17736,A673859,2014-03-03,Transfer,Cat,Intact Female,Other,21
17737,A715160,2015-11-03,Return_to_owner,Dog,Neutered Male,Other,730
17738,A575017,2015-01-19,Euthanasia,Dog,Neutered Male,Other,5840
17739,A681546,2014-06-18,Transfer,Cat,Intact Female,Blueish,28
17740,A698363,2015-03-16,Transfer,Dog,Neutered Male,Brownish,1825
17741,A685117,2014-08-31,Adoption,Dog,Spayed Female,Brownish,1095
17742,A705126,2015-06-14,Transfer,Cat,Intact Male,Brownish,730
17743,A685381,2014-08-06,Return_to_owner,Dog,Intact Male,Brownish,270
17744,A701308,2015-05-20,Adoption,Cat,Neutered Male,Blueish,60
17745,A702094,2015-05-09,Transfer,Cat,Unknown,Blackish,21
17746,A677467,2014-04-27,Transfer,Cat,Intact Male,Brownish,28
17747,A689975,2014-10-14,Return_to_owner,Dog,Neutered Male,Blackish,1460
17748,A700419,2015-04-13,Euthanasia,Dog,Neutered Male,Whitish,3650
17749,A673052,2014-02-22,Return_to_owner,Dog,Intact Male,Whitish,365
17750,A702520,2015-05-14,Return_to_owner,Dog,Spayed Female,Brownish,60
17751,A690738,2014-10-25,Transfer,Cat,Intact Female,Other,21
17752,A719072,2016-01-17,Adoption,Cat,Spayed Female,Other,180
17753,A698192,2015-03-09,Return_to_owner,Dog,Spayed Female,Other,365
17754,A690315,2014-10-23,Transfer,Cat,Unknown,Brownish,1460
17755,A690851,2014-10-27,Transfer,Dog,Intact Female,Blackish,30
17756,A665103,2013-10-17,Adoption,Dog,Neutered Male,Blackish,730
17757,A704430,2015-06-04,Transfer,Dog,Unknown,Whitish,6
17758,A671362,2014-02-02,Transfer,Dog,Neutered Male,Brownish,1825
17759,A680698,2014-06-10,Adoption,Cat,Spayed Female,Other,60
17760,A716019,2015-11-13,Return_to_owner,Dog,Neutered Male,Other,4380
17761,A671339,2014-01-30,Adoption,Dog,Spayed Female,Whitish,730
17762,A699749,2015-04-02,Euthanasia,Cat,Intact Female,Brownish,3650
17763,A701252,2015-12-17,Adoption,Dog,Neutered Male,Blueish,1460
17764,A382192,2015-03-16,Transfer,Dog,Intact Male,Brownish,4015
17765,A682443,2014-07-04,Adoption,Cat,Neutered Male,Brownish,60
17766,A677698,2014-04-28,Transfer,Cat,Intact Male,Blackish,7
17767,A702725,2015-05-27,Adoption,Dog,Intact Female,Brownish,90
17768,A663288,2013-10-15,Transfer,Dog,Spayed Female,Brownish,1460
17769,A693930,2015-01-19,Transfer,Cat,Spayed Female,Blackish,2920
17770,A705352,2015-06-17,Transfer,Cat,Unknown,Blackish,3
17771,A665937,2013-12-23,Adoption,Cat,Neutered Male,Orangeish,730
17772,A717025,2015-12-05,Adoption,Dog,Neutered Male,Other,240
17773,A664951,2013-10-18,Adoption,Dog,Spayed Female,Other,240
17774,A702926,2015-05-26,Transfer,Dog,Spayed Female,Whitish,365
17775,A611805,2014-02-05,Transfer,Cat,Neutered Male,Brownish,730
17776,A689828,2014-10-20,Adoption,Dog,Spayed Female,Blueish,730
17777,A715340,2016-01-15,Adoption,Cat,Neutered Male,Brownish,90
17778,A712255,2015-09-20,Transfer,Cat,Intact Male,Blackish,1095
17779,A704039,2015-07-14,Adoption,Cat,Neutered Male,Blackish,60
17780,A698434,2015-08-10,Adoption,Dog,Spayed Female,Blackish,1095
17781,A693395,2014-12-11,Adoption,Dog,Spayed Female,Brownish,210
17782,A718097,2015-12-21,Transfer,Cat,Intact Female,Blueish,28
17783,A665967,2013-12-08,Transfer,Cat,Neutered Male,Other,1460
17784,A682045,2014-06-28,Transfer,Dog,Spayed Female,Blackish,3285
17785,A661584,2013-10-11,Adoption,Cat,Spayed Female,Blackish,150
17786,A656272,2013-11-17,Adoption,Cat,Neutered Male,Blackish,180
17787,A668636,2016-02-18,Adoption,Dog,Neutered Male,Brownish,1095
17788,A520195,2013-11-10,Euthanasia,Cat,Spayed Female,Whitish,1825
17789,A702213,2015-05-11,Euthanasia,Cat,Spayed Female,Blackish,365
17790,A669648,2013-12-31,Adoption,Dog,Spayed Female,Brownish,730
17791,A337686,2015-06-07,Return_to_owner,Dog,Spayed Female,Blackish,4015
17792,A687156,2014-09-06,Adoption,Cat,Intact Female,Brownish,60
17793,A677032,2014-04-19,Transfer,Dog,Intact Male,Blackish,60
17794,A703569,2015-05-27,Transfer,Cat,Intact Female,Blackish,28
17795,A657431,2013-11-24,Adoption,Cat,Spayed Female,Blueish,1825
17796,A670819,2014-04-08,Adoption,Cat,Spayed Female,Orangeish,730
17797,A700115,2015-04-12,Adoption,Cat,Neutered Male,Blackish,365
17798,A674955,2014-03-28,Transfer,Dog,Intact Female,Whitish,330
17799,A672207,2014-02-10,Adoption,Dog,Spayed Female,Other,365
17800,A713003,2015-11-01,Adoption,Cat,Spayed Female,Other,60
17801,A703393,2015-11-14,Adoption,Dog,Neutered Male,Blackish,365
