,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
11395,A713052,2015-10-02,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
11396,A718933,2016-01-13,Transfer,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/White
11397,A487013,2015-05-15,Return_to_owner,Dog,Neutered Male,10 years,Boxer/Pit Bull,White/Black
11398,A705370,2015-06-16,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Cream Tabby
11399,A688154,2014-12-06,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Brown Brindle
11400,A686962,2014-09-10,Euthanasia,Dog,Spayed Female,1 year,Mastiff Mix,Black Brindle
11401,A687757,2014-09-12,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie Point
11402,A705789,2015-06-21,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby
11403,A694078,2015-01-18,Adoption,Dog,Spayed Female,10 years,Soft Coated Wheaten Terrier/Standard Poodle,Black/White
11404,A686776,2014-08-27,Return_to_owner,Dog,Neutered Male,3 years,Siberian Husky,Black/White
11405,A703955,2015-06-02,Return_to_owner,Dog,Spayed Female,9 years,Golden Retriever Mix,Red
11406,A700041,2015-04-07,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Tortie/White
11407,A676012,2014-06-15,Adoption,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Orange Tabby
11408,A711735,2015-09-13,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
11409,A681527,2014-06-21,Transfer,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Black/White
11410,A676917,2014-04-17,Transfer,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Black/White
11411,A708278,2015-07-26,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
11412,A717354,2015-12-19,Transfer,Dog,Intact Female,4 months,Golden Retriever Mix,Gold
11413,A670905,2014-01-21,Adoption,Dog,Spayed Female,2 months,Australian Shepherd/Labrador Retriever,Tan/White
11414,A716115,2015-11-21,Adoption,Dog,Neutered Male,2 years,Landseer Mix,White/Black
11415,A705615,2015-07-02,Transfer,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Tabby
11416,A690372,2014-10-23,Adoption,Dog,Neutered Male,1 year,Australian Shepherd Mix,Black/Tan
11417,A698755,2015-03-21,Adoption,Dog,Neutered Male,3 months,Catahoula Mix,Black Brindle/White
11418,A714750,2015-11-07,Adoption,Dog,Neutered Male,1 year,Plott Hound Mix,Black Brindle
11419,A694325,2015-01-07,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/White
11420,A528321,2014-05-18,Adoption,Dog,Spayed Female,6 years,Akita,White
11421,A715746,2015-11-10,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
11422,A696781,2015-03-29,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
11423,A671055,2014-01-21,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Cream Tabby
11424,A715545,2015-11-07,Return_to_owner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
11425,A672324,2014-02-13,Transfer,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
11426,A705090,2015-06-13,Return_to_owner,Dog,Intact Female,3 months,Miniature Schnauzer Mix,Black
11427,A701435,2015-05-03,Transfer,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown
11428,A709460,2015-09-01,Adoption,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
11429,A670203,2014-01-05,Return_to_owner,Dog,Spayed Female,2 years,Catahoula Mix,Brown Merle/White
11430,A710550,2015-08-25,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
11431,A720807,2016-02-15,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer/Maltese,White/Gray
11432,A686840,2015-02-20,Adoption,Cat,Spayed Female,7 years,Snowshoe Mix,Seal Point/White
11433,A684654,2014-07-28,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
11434,A689936,2014-10-15,Return_to_owner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
11435,A679711,2014-06-04,Return_to_owner,Dog,Neutered Male,14 years,Australian Cattle Dog/German Shepherd,Brown
11436,A665567,2014-04-06,Return_to_owner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Chocolate/White
11437,A673076,2014-03-08,Adoption,Dog,Neutered Male,6 years,Maltese,White
11438,A682392,2014-07-03,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
11439,A704152,2015-06-02,Euthanasia,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
11440,A695884,2015-05-28,Transfer,Dog,Neutered Male,3 years,Chow Chow Mix,Red
11441,A693963,2014-12-27,Return_to_owner,Dog,Intact Male,2 weeks,Pit Bull Mix,White/Blue
11442,A703959,2015-05-30,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
11443,A668327,2013-12-21,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
11444,A711759,2015-09-16,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/Tan
11445,A701219,2015-05-07,Transfer,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby
11446,A609281,2014-07-11,Return_to_owner,Dog,Spayed Female,5 years,American Pit Bull Terrier,Chocolate/White
11447,A679835,2014-10-06,Adoption,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White
11448,A710241,2015-09-05,Adoption,Cat,Spayed Female,3 years,Pixiebob Shorthair Mix,Calico
11449,A685696,2015-07-19,Adoption,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Orange Tabby
11450,A591877,2014-12-12,Return_to_owner,Dog,Spayed Female,4 years,Labrador Retriever Mix,Yellow
11451,A432065,2014-03-23,Transfer,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown
11452,A701665,2015-05-19,Transfer,Dog,Intact Female,4 years,Greyhound,Fawn
11453,A634608,2013-12-27,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
11454,A692479,2014-12-10,Transfer,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Blue Tabby
11455,A704316,2015-07-04,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
11456,A664927,2013-10-21,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull/Basset Hound,Tan/White
11457,A712932,2015-10-07,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
11458,A716635,2015-12-20,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
11459,A710225,2015-08-31,Return_to_owner,Dog,Spayed Female,2 years,Pomeranian Mix,Buff/White
11460,A693422,2014-12-08,Adoption,Dog,Neutered Male,2 months,Wire Hair Fox Terrier/Beagle,Blue/Cream
11461,A667355,2014-04-24,Adoption,Cat,Spayed Female,7 months,Maine Coon Mix,Brown Tabby/White
11462,A685374,2014-08-06,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black Tabby
11463,A715173,2015-11-06,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
11464,A703880,2015-05-29,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby
11465,A696145,2015-03-15,Adoption,Dog,Neutered Male,3 years,German Shepherd Mix,Red/Black
11466,A714800,2015-11-23,Transfer,Cat,Neutered Male,10 years,Domestic Longhair Mix,Silver Tabby
11467,A704174,2015-06-03,Return_to_owner,Dog,Spayed Female,6 months,Australian Cattle Dog,Yellow/White
11468,A688908,2014-09-28,Return_to_owner,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
11469,A693570,2015-01-11,Adoption,Dog,Neutered Male,8 months,Doberman Pinsch Mix,Blue/Tan
11470,A669245,2014-01-26,Transfer,Dog,Spayed Female,1 year,Boxer Mix,Black/White
11471,A684300,2015-08-22,Adoption,Cat,Neutered Male,13 years,Domestic Medium Hair Mix,Brown Tabby/White
11472,A651543,2014-03-13,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White
11473,A664734,2013-10-09,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
11474,A703387,2015-07-01,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
11475,A702787,2015-06-07,Transfer,Dog,Intact Male,2 years,Bull Terrier/Pit Bull,White/Brown
11476,A684385,2014-07-22,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
11477,A720946,2016-02-21,Transfer,Dog,Neutered Male,2 months,Rottweiler Mix,Tricolor
11478,A689024,2014-10-12,Adoption,Dog,Spayed Female,5 years,Chihuahua Longhair Mix,Tan/White
11479,A670973,2014-02-02,Transfer,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
11480,A698902,2015-03-27,Adoption,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
11481,A705189,2015-06-19,Return_to_owner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black
11482,A671947,2014-02-10,Adoption,Dog,Neutered Male,10 months,Pit Bull Mix,Chocolate/White
11483,A694422,2015-01-24,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
11484,A695025,2015-01-29,Adoption,Dog,Neutered Male,6 years,Rottweiler Mix,Black/Tan
11485,A704689,2015-06-15,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/Black
11486,A666682,2014-03-22,Adoption,Cat,Spayed Female,10 months,Domestic Longhair Mix,Calico
11487,A699113,2015-03-23,Transfer,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
11488,A672658,2014-02-18,Adoption,Dog,Spayed Female,2 months,German Shepherd Mix,Tricolor/Tan
11489,A657795,2014-12-04,Return_to_owner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
11490,A673736,2014-03-01,Adoption,Dog,Intact Male,13 years,Labrador Retriever Mix,Black
11491,A676653,2014-04-18,Transfer,Dog,Intact Male,11 months,Labrador Retriever Mix,Tan/White
11492,A673201,2014-04-06,Adoption,Dog,Neutered Male,6 months,Pit Bull Mix,Brown Brindle/White
11493,A696668,2015-05-25,Adoption,Dog,Spayed Female,3 years,German Shepherd Mix,Sable
11494,A626405,2013-10-30,Return_to_owner,Dog,Neutered Male,5 years,Great Dane Mix,White/Black
11495,A666717,2014-01-22,Adoption,Dog,Spayed Female,6 years,Cane Corso Mix,Black
11496,A691630,2015-01-24,Adoption,Dog,Neutered Male,11 months,Miniature Poodle Mix,White
11497,A714879,2015-11-05,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Brown
11498,A676067,2014-04-05,Died,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Tan/White
11499,A669324,2014-01-29,Adoption,Dog,Spayed Female,1 year,Staffordshire/French Bulldog,Fawn/White
11500,A668457,2013-12-05,Return_to_owner,Dog,Spayed Female,8 years,Miniature Poodle Mix,Gray
11501,A693075,2014-12-01,Return_to_owner,Dog,Intact Male,3 years,Labrador Retriever Mix,Brown Brindle
11502,A679438,2014-05-25,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
11503,A679045,2014-05-15,Transfer,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black/White
11504,A714260,2015-10-20,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
11505,A713871,2015-10-26,Transfer,Dog,Spayed Female,6 years,Border Collie Mix,Black
11506,A710738,2015-11-01,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
11507,A686982,2014-10-18,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
11508,A693542,2014-12-16,Return_to_owner,Dog,Intact Male,5 years,Pit Bull Mix,Blue/White
11509,A701934,2015-05-06,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
11510,A664671,2013-10-17,Return_to_owner,Dog,Intact Male,14 years,Siberian Husky Mix,Black/White
11511,A696924,2015-02-25,Return_to_owner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black
11512,A666576,2013-11-06,Transfer,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff
11513,A675809,2014-04-05,Transfer,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Tan
11514,A668594,2013-12-15,Transfer,Dog,Spayed Female,6 years,Chihuahua Shorthair/Boston Terrier,Black Brindle
11515,A702328,2015-05-12,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
11516,A675456,2014-04-04,Adoption,Cat,Spayed Female,2 years,Manx Mix,White
11517,A673000,2014-02-24,Euthanasia,Dog,Intact Male,1 year,Pembroke Welsh Corgi Mix,Black/White
11518,A689249,2015-01-01,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
11519,A680050,2014-07-05,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
11520,A655040,2013-10-10,Transfer,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
11521,A698256,2015-03-23,Euthanasia,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Orange Tabby
11522,A697487,2015-02-25,Return_to_owner,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Brown/White
11523,A713849,2015-10-24,Adoption,Dog,Neutered Male,7 months,Catahoula/Anatol Shepherd,Blue Merle
11524,A679060,2014-05-16,Euthanasia,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby/White
11525,A674006,2014-03-23,Adoption,Cat,Neutered Male,5 years,Manx Mix,Brown Tabby
11526,A683063,2014-07-10,Adoption,Dog,Neutered Male,1 year,Cairn Terrier Mix,Red/White
11527,A690081,2014-10-14,Euthanasia,Dog,Intact Male,4 months,Labrador Retriever Mix,Red
11528,A712133,2015-09-24,Adoption,Dog,Spayed Female,3 years,Chinese Sharpei Mix,White/Brown
11529,A705933,2015-08-11,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
11530,A663396,2013-11-10,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
11531,A715174,2015-11-07,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
11532,A668771,2013-12-16,Adoption,Dog,Spayed Female,1 year,Beagle/Chihuahua Shorthair,Tan/White
11533,A712536,2015-09-28,Adoption,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black
11534,A683824,2014-07-15,Transfer,Dog,Intact Female,6 days,Chihuahua Longhair Mix,Black/White
11535,A666618,2013-11-08,Transfer,Dog,Spayed Female,1 year,Shih Tzu/Maltese,White
11536,A684559,2014-07-26,Transfer,Cat,Intact Female,4 weeks,Siamese Mix,Flame Point
11537,A663257,2013-10-19,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
11538,A680966,2014-08-09,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
11539,A715345,2015-11-08,Transfer,Dog,Intact Male,10 months,Labrador Retriever Mix,Yellow
11540,A705101,2015-06-22,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
11541,A714810,2015-11-02,Adoption,Cat,Spayed Female,3 years,Persian Mix,Black
11542,A688300,2014-09-18,Transfer,Cat,Intact Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
11543,A702987,2015-06-15,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Brown Tabby
11544,A712174,2015-10-01,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
11545,A716991,2015-11-30,Return_to_owner,Dog,Intact Male,2 years,Mastiff Mix,Blue/White
11546,A716765,2015-12-19,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Buff
11547,A685786,2014-08-13,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue
11548,A709760,2015-08-13,Return_to_owner,Dog,Neutered Male,15 years,Shih Tzu/Cocker Spaniel,White
11549,A706232,2015-06-30,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
11550,A664379,2013-10-05,Return_to_owner,Dog,Spayed Female,1 year,Border Terrier Mix,Brown/White
11551,A672667,2014-03-19,Transfer,Cat,Neutered Male,8 years,Domestic Longhair Mix,White/Brown Tabby
11552,A689795,2014-10-21,Transfer,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Blue
11553,A680488,2014-07-13,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
11554,A685633,2014-08-14,Transfer,Dog,Spayed Female,10 months,Yorkshire Terrier Mix,Gray/White
11555,A689522,2014-10-06,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
11556,A696787,2015-02-17,Adoption,Dog,Spayed Female,3 months,Pit Bull Mix,White/Brown
11557,A708293,2015-08-02,Adoption,Dog,Spayed Female,8 months,Border Collie,Tricolor
11558,A681709,2014-07-29,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
11559,A682549,2014-07-03,Transfer,Dog,Intact Female,1 year,Boxer Mix,Brown Brindle/White
11560,A718411,2016-01-02,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White
11561,A700149,2015-06-02,Adoption,Cat,Neutered Male,2 months,Siamese Mix,Blue Point
11562,A704412,2015-06-05,Adoption,Dog,Spayed Female,1 year,Shih Tzu/Dachshund,Tan/Buff
11563,A672659,2014-02-19,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
11564,A693593,2014-12-12,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Brown Tabby/White
11565,A702222,2015-05-15,Transfer,Dog,Intact Male,6 months,Pit Bull,White
11566,A666381,2013-12-16,Adoption,Cat,Neutered Male,7 years,Domestic Longhair Mix,Black/White
11567,A662288,2014-01-29,Return_to_owner,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
11568,A686087,2014-08-24,Transfer,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue
11569,A674511,2014-05-09,Euthanasia,Dog,Spayed Female,2 years,Siberian Husky,Gray/White
11570,A715623,2015-11-13,Return_to_owner,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
11571,A682473,2014-07-02,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
11572,A678818,2014-05-21,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
11573,A715089,2015-11-08,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
11574,A684369,2014-07-23,Euthanasia,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown
11575,A720772,2016-02-17,Return_to_owner,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
11576,A716005,2015-11-14,Return_to_owner,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
11577,A685632,2014-08-14,Transfer,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White
11578,A714200,2015-10-20,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
11579,A665547,2013-10-23,Adoption,Dog,Neutered Male,2 months,Chinese Sharpei Mix,Cream
11580,A716031,2015-11-19,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
11581,A706492,2015-07-05,Adoption,Dog,Spayed Female,2 months,Dachshund Mix,Black/White
11582,A659201,2015-03-01,Adoption,Dog,Spayed Female,6 years,Beagle,Tricolor
11583,A666265,2013-11-04,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Red Merle
11584,A672724,2014-02-20,Transfer,Dog,Neutered Male,3 years,Great Pyrenees,Tricolor/White
11585,A685980,2014-11-26,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
11586,A701269,2015-04-26,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie
11587,A691845,2015-03-07,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White
11588,A661129,2013-12-17,Transfer,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
11589,A679395,2014-06-15,Adoption,Cat,Spayed Female,2 months,Himalayan,Flame Point
11590,A691841,2014-11-11,Return_to_owner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Brown
11591,A689770,2014-10-09,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
11592,A691068,2014-11-09,Transfer,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Brown/Black
11593,A687165,2014-11-03,Adoption,Dog,Spayed Female,2 years,Patterdale Terr/Chihuahua Shorthair,Black/White
11594,A674693,2014-06-15,Adoption,Dog,Neutered Male,1 year,Golden Retriever/Akita,Gold/Yellow
11595,A689491,2014-10-13,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Great Pyrenees,Buff
11596,A705827,2015-06-21,Transfer,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White
11597,A710401,2015-10-31,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
11598,A697087,2015-02-18,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown
11599,A718617,2016-01-08,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
11600,A667036,2013-11-29,Transfer,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
11601,A700593,2015-04-25,Return_to_owner,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Sable/Tan
11602,A719150,2016-01-21,Transfer,Dog,Intact Female,15 years,Miniature Poodle Mix,White
11603,A683304,2014-07-17,Transfer,Dog,Intact Male,2 years,Labrador Retriever,Chocolate
11604,A648243,2014-12-07,Return_to_owner,Dog,Neutered Male,2 years,Miniature Schnauzer/Cairn Terrier,Gray/Silver
11605,A716222,2015-12-14,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
11606,A687230,2014-09-10,Adoption,Dog,Spayed Female,2 years,Boston Terrier/Pug,Sable/White
11607,A705823,2015-06-21,Transfer,Dog,Intact Male,1 month,Pit Bull Mix,White/Chocolate
11608,A688271,2014-09-20,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown Brindle/White
11609,A707655,2015-07-18,Died,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/White
11610,A671184,2014-01-21,Transfer,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Black
11611,A676235,2015-10-31,Adoption,Dog,Spayed Female,1 year,Boxer Mix,Black/White
11612,A681725,2014-07-12,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
11613,A673109,2014-03-16,Adoption,Dog,Spayed Female,5 years,Maltese/Yorkshire Terrier,White/Cream
11614,A692797,2015-11-24,Transfer,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
11615,A707016,2015-07-07,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
